local time (Europe/Rome),utc time,IT012E00314418
2025-06-01 00:00,2025-06-01 00:00,255980.0
2025-06-02 00:00,2025-06-02 00:00,378460.0
2025-06-03 00:00,2025-06-03 00:00,827209.0
2025-06-04 00:00,2025-06-04 00:00,820898.0
2025-06-05 00:00,2025-06-05 00:00,776959.0
2025-06-06 00:00,2025-06-06 00:00,721160.0
2025-06-07 00:00,2025-06-07 00:00,535649.0
2025-06-08 00:00,2025-06-08 00:00,324480.0
2025-06-09 00:00,2025-06-09 00:00,822988.0
2025-06-10 00:00,2025-06-10 00:00,834690.0
2025-06-11 00:00,2025-06-11 00:00,999700.0
2025-06-12 00:00,2025-06-12 00:00,1126729.0
2025-06-13 00:00,2025-06-13 00:00,1222679.0
2025-06-14 00:00,2025-06-14 00:00,434220.0
2025-06-15 00:00,2025-06-15 00:00,340469.0
2025-06-16 00:00,2025-06-16 00:00,1415358.0
2025-06-17 00:00,2025-06-17 00:00,965349.0
2025-06-18 00:00,2025-06-18 00:00,1113409.0
2025-06-19 00:00,2025-06-19 00:00,1155259.0
2025-06-20 00:00,2025-06-20 00:00,1298047.0
2025-06-21 00:00,2025-06-21 00:00,502529.0
2025-06-22 00:00,2025-06-22 00:00,290320.0
2025-06-23 00:00,2025-06-23 00:00,1301939.0
2025-06-24 00:00,2025-06-24 00:00,1282660.0
2025-06-25 00:00,2025-06-25 00:00,1565258.0
2025-06-26 00:00,2025-06-26 00:00,1388750.0
2025-06-27 00:00,2025-06-27 00:00,1244218.0
2025-06-28 00:00,2025-06-28 00:00,824199.0
2025-06-29 00:00,2025-06-29 00:00,885669.0
2025-06-30 00:00,2025-06-30 00:00,1628237.0
2025-07-01 00:00,2025-07-01 00:00,
2025-07-02 00:00,2025-07-02 00:00,
2025-07-03 00:00,2025-07-03 00:00,
2025-07-04 00:00,2025-07-04 00:00,
2025-07-05 00:00,2025-07-05 00:00,
2025-07-06 00:00,2025-07-06 00:00,
2025-07-07 00:00,2025-07-07 00:00,
2025-07-08 00:00,2025-07-08 00:00,
2025-07-09 00:00,2025-07-09 00:00,
2025-07-10 00:00,2025-07-10 00:00,
2025-07-11 00:00,2025-07-11 00:00,
2025-07-12 00:00,2025-07-12 00:00,
2025-07-13 00:00,2025-07-13 00:00,
2025-07-14 00:00,2025-07-14 00:00,
2025-07-15 00:00,2025-07-15 00:00,
2025-07-16 00:00,2025-07-16 00:00,
2025-07-17 00:00,2025-07-17 00:00,
2025-07-18 00:00,2025-07-18 00:00,
2025-07-19 00:00,2025-07-19 00:00,
2025-07-20 00:00,2025-07-20 00:00,
2025-07-21 00:00,2025-07-21 00:00,
2025-07-22 00:00,2025-07-22 00:00,
2025-07-23 00:00,2025-07-23 00:00,
2025-07-24 00:00,2025-07-24 00:00,
2025-07-25 00:00,2025-07-25 00:00,
2025-07-26 00:00,2025-07-26 00:00,
2025-07-27 00:00,2025-07-27 00:00,
2025-07-28 00:00,2025-07-28 00:00,
2025-07-29 00:00,2025-07-29 00:00,
2025-07-30 00:00,2025-07-30 00:00,
2025-07-31 00:00,2025-07-31 00:00,
2025-08-01 00:00,2025-08-01 00:00,
2025-08-02 00:00,2025-08-02 00:00,
2025-08-03 00:00,2025-08-03 00:00,
2025-08-04 00:00,2025-08-04 00:00,
2025-08-05 00:00,2025-08-05 00:00,
2025-08-06 00:00,2025-08-06 00:00,
2025-08-07 00:00,2025-08-07 00:00,
2025-08-08 00:00,2025-08-08 00:00,
2025-08-09 00:00,2025-08-09 00:00,
2025-08-10 00:00,2025-08-10 00:00,
2025-08-11 00:00,2025-08-11 00:00,
2025-08-12 00:00,2025-08-12 00:00,
2025-08-13 00:00,2025-08-13 00:00,
2025-08-14 00:00,2025-08-14 00:00,
2025-08-15 00:00,2025-08-15 00:00,
2025-08-16 00:00,2025-08-16 00:00,
2025-08-17 00:00,2025-08-17 00:00,
2025-08-18 00:00,2025-08-18 00:00,
2025-08-19 00:00,2025-08-19 00:00,
2025-08-20 00:00,2025-08-20 00:00,
2025-08-21 00:00,2025-08-21 00:00,
2025-08-22 00:00,2025-08-22 00:00,
2025-08-23 00:00,2025-08-23 00:00,
2025-08-24 00:00,2025-08-24 00:00,
2025-08-25 00:00,2025-08-25 00:00,
2025-08-26 00:00,2025-08-26 00:00,
2025-08-27 00:00,2025-08-27 00:00,
2025-08-28 00:00,2025-08-28 00:00,
2025-08-29 00:00,2025-08-29 00:00,
2025-08-30 00:00,2025-08-30 00:00,
2025-08-31 00:00,2025-08-31 00:00,
2025-09-01 00:00,2025-09-01 00:00,
2025-09-02 00:00,2025-09-02 00:00,
2025-09-03 00:00,2025-09-03 00:00,
2025-09-04 00:00,2025-09-04 00:00,
2025-09-05 00:00,2025-09-05 00:00,
2025-09-06 00:00,2025-09-06 00:00,
2025-09-07 00:00,2025-09-07 00:00,
2025-09-08 00:00,2025-09-08 00:00,
2025-09-09 00:00,2025-09-09 00:00,
2025-09-10 00:00,2025-09-10 00:00,
2025-09-11 00:00,2025-09-11 00:00,
2025-09-12 00:00,2025-09-12 00:00,
2025-09-13 00:00,2025-09-13 00:00,
2025-09-14 00:00,2025-09-14 00:00,
2025-09-15 00:00,2025-09-15 00:00,
2025-09-16 00:00,2025-09-16 00:00,
2025-09-17 00:00,2025-09-17 00:00,
2025-09-18 00:00,2025-09-18 00:00,
